Source,Target,Hamming,Color
S_A140388;size=1;,S_A220392;size=1;,3,white
S_A140388;size=1;,S_A223726;size=1;,3,white
S_A140388;size=1;,S_A225469;size=1;,3,white
S_A140388;size=1;,S_A238988;size=1;,3,white
S_A140388;size=1;,S_A242224;size=1;,3,white
S_A140388;size=1;,S_A31110;size=9;,3,white
S_A140388;size=1;,S_A32265;size=4;,3,white
S_A140388;size=1;,S_A32574;size=3;,3,white
S_A140388;size=1;,S_A32940;size=3;,3,white
S_A140388;size=1;,S_A33124;size=3;,3,white
S_A140388;size=1;,S_A35420;size=2;,2,white
S_A140388;size=1;,S_A35603;size=2;,3,white
S_A140388;size=1;,S_A35623;size=2;,3,white
S_A140388;size=1;,S_A38158;size=1;,3,white
S_A140388;size=1;,S_A313580;size=1;,3,white
S_A140388;size=1;,S_A314536;size=1;,3,white
S_A140388;size=1;,S_A317142;size=1;,3,white
S_A140388;size=1;,S_A317289;size=1;,3,white
S_A140388;size=1;,S_A317642;size=1;,3,white
S_A140388;size=1;,S_A324295;size=1;,3,white
S_A140388;size=1;,S_A326041;size=1;,3,white
S_A140388;size=1;,S_A330932;size=1;,1,black
S_A140388;size=1;,S_A331372;size=1;,3,white
S_A140388;size=1;,S_A333055;size=1;,3,white
S_A140388;size=1;,S_A334511;size=1;,2,white
S_A140388;size=1;,S_A334731;size=1;,3,white
S_A140388;size=1;,S_A334939;size=1;,3,white
S_A140388;size=1;,S_A335583;size=1;,3,white
S_A140388;size=1;,S_A336423;size=1;,3,white
S_A140388;size=1;,S_A336507;size=1;,2,white
S_A140388;size=1;,S_A336719;size=1;,3,white
S_A140388;size=1;,S_A337273;size=1;,3,white
S_A140388;size=1;,S_A342701;size=1;,3,white
S_A140388;size=1;,S_A345335;size=1;,2,white
S_A140388;size=1;,S_A345424;size=1;,3,white
S_A140388;size=1;,S_A346523;size=1;,2,white
S_A140388;size=1;,S_A347728;size=1;,2,white
S_A140388;size=1;,S_A352175;size=1;,3,white
S_A140388;size=1;,S_A352882;size=1;,3,white
S_A140388;size=1;,S_A356518;size=1;,3,white
S_A140388;size=1;,S_A359364;size=1;,2,white
S_A140388;size=1;,S_A359737;size=1;,3,white
S_A140388;size=1;,S_A360504;size=1;,2,white
S_A140388;size=1;,S_A363004;size=1;,3,white
S_A140388;size=1;,S_A363034;size=1;,3,white
S_A140388;size=1;,S_A365246;size=1;,3,white
S_A140388;size=1;,S_A367292;size=1;,3,white
S_A140388;size=1;,S_A367573;size=1;,3,white
S_A140388;size=1;,S_A369119;size=1;,3,white
S_A140388;size=1;,S_A370167;size=1;,2,white
S_A140388;size=1;,S_A372706;size=1;,3,white
S_A140388;size=1;,S_A374279;size=1;,3,white
S_A140388;size=1;,S_TP1624;size=4;,3,white
S_A140388;size=1;,S_TP10834;size=1;,3,white
S_A140388;size=1;,S_TP13701;size=1;,2,white
S_A140388;size=1;,S_TP14444;size=1;,3,white
S_A140388;size=1;,S_TP15328;size=1;,2,white
S_A140388;size=1;,S_TP16006;size=1;,3,white
S_A140388;size=1;,S_TP18167;size=1;,2,white
S_A140388;size=1;,S_TP21117;size=1;,3,white
S_A140388;size=1;,S_TP22409;size=1;,3,white
S_A141808;size=1;,S_A27770;size=2;,3,white
S_A141808;size=1;,S_A217963;size=1;,3,white
S_A141808;size=1;,S_A225042;size=1;,3,white
S_A141808;size=1;,S_A241188;size=1;,3,white
S_A141808;size=1;,S_A241342;size=1;,3,white
S_A141808;size=1;,S_A33544;size=2;,3,white
S_A141808;size=1;,S_A35623;size=2;,3,white
S_A141808;size=1;,S_A39592;size=1;,3,white
S_A141808;size=1;,S_A316352;size=1;,3,white
S_A141808;size=1;,S_A321646;size=1;,3,white
S_A141808;size=1;,S_A353734;size=1;,3,white
S_A141808;size=1;,S_A356380;size=1;,3,white
S_A141808;size=1;,S_A363974;size=1;,3,white
S_A141808;size=1;,S_A372534;size=1;,3,white
S_A141856;size=1;,S_A144640;size=1;,3,white
S_A141856;size=1;,S_A145276;size=1;,3,white
S_A141856;size=1;,S_A2405;size=60;,3,white
S_A141856;size=1;,S_A2842;size=24;,3,white
S_A141856;size=1;,S_A25794;size=2;,3,white
S_A141856;size=1;,S_A26719;size=2;,3,white
S_A141856;size=1;,S_A210550;size=1;,2,white
S_A141856;size=1;,S_A219635;size=1;,3,white
S_A141856;size=1;,S_A31110;size=9;,3,white
S_A141856;size=1;,S_A32627;size=3;,3,white
S_A141856;size=1;,S_A32940;size=3;,3,white
S_A141856;size=1;,S_A37216;size=1;,3,white
S_A141856;size=1;,S_A312118;size=1;,3,white
S_A141856;size=1;,S_A313908;size=1;,3,white
S_A141856;size=1;,S_A317881;size=1;,3,white
S_A141856;size=1;,S_A317923;size=1;,3,white
S_A141856;size=1;,S_A323999;size=1;,3,white
S_A141856;size=1;,S_A329664;size=1;,3,white
S_A141856;size=1;,S_A334731;size=1;,3,white
S_A141856;size=1;,S_A343345;size=1;,2,white
S_A141856;size=1;,S_A347433;size=1;,3,white
S_A141856;size=1;,S_A352175;size=1;,2,white
S_A141856;size=1;,S_A357380;size=1;,3,white
S_A141856;size=1;,S_A359374;size=1;,3,white
S_A141856;size=1;,S_A373017;size=1;,3,white
S_A141856;size=1;,S_A374362;size=1;,3,white
S_A141856;size=1;,S_TP3220;size=2;,3,white
S_A141856;size=1;,S_TP6656;size=1;,2,white
S_A141856;size=1;,S_TP10034;size=1;,3,white
S_A141856;size=1;,S_TP16366;size=1;,3,white
S_A141941;size=1;,S_A2167;size=160;,3,white
S_A141941;size=1;,S_A2576;size=37;,3,white
S_A141941;size=1;,S_A23175;size=4;,2,white
S_A141941;size=1;,S_A23986;size=3;,2,white
S_A141941;size=1;,S_A24372;size=3;,3,white
S_A141941;size=1;,S_A212267;size=1;,3,white
S_A141941;size=1;,S_A214296;size=1;,3,white
S_A141941;size=1;,S_A215887;size=1;,3,white
S_A141941;size=1;,S_A216612;size=1;,3,white
S_A141941;size=1;,S_A220584;size=1;,3,white
S_A141941;size=1;,S_A234870;size=1;,3,white
S_A141941;size=1;,S_A242744;size=1;,2,white
S_A141941;size=1;,S_A3571;size=16;,3,white
S_A141941;size=1;,S_A36012;size=2;,3,white
S_A141941;size=1;,S_A39059;size=1;,2,white
S_A141941;size=1;,S_A310805;size=1;,2,white
S_A141941;size=1;,S_A311288;size=1;,3,white
S_A141941;size=1;,S_A326458;size=1;,3,white
S_A141941;size=1;,S_A326522;size=1;,3,white
S_A141941;size=1;,S_A329304;size=1;,3,white
S_A141941;size=1;,S_A329664;size=1;,3,white
S_A141941;size=1;,S_A339423;size=1;,3,white
S_A141941;size=1;,S_A356341;size=1;,3,white
S_A141941;size=1;,S_A365416;size=1;,2,white
S_A141941;size=1;,S_A370780;size=1;,3,white
S_A141941;size=1;,S_A372102;size=1;,3,white
S_A141941;size=1;,S_TP4726;size=2;,3,white
S_A141941;size=1;,S_TP6036;size=1;,3,white
S_A141941;size=1;,S_TP16366;size=1;,3,white
S_A141950;size=1;,S_A21906;size=8;,3,white
S_A141950;size=1;,S_A212491;size=1;,3,white
S_A141950;size=1;,S_A224390;size=1;,3,white
S_A141950;size=1;,S_A241342;size=1;,3,white
S_A141950;size=1;,S_A330520;size=1;,3,white
S_A142057;size=1;,S_A215550;size=1;,3,white
S_A142057;size=1;,S_A332685;size=1;,3,white
S_A142057;size=1;,S_A336423;size=1;,3,white
S_A142057;size=1;,S_A370167;size=1;,3,white
S_A142230;size=1;,S_A210838;size=1;,3,white
S_A142230;size=1;,S_A3962;size=10;,3,white
S_A142230;size=1;,S_A31351;size=7;,3,white
S_A142230;size=1;,S_A311684;size=1;,3,white
S_A142230;size=1;,S_A313252;size=1;,2,white
S_A142230;size=1;,S_A333597;size=1;,3,white
S_A142230;size=1;,S_A333678;size=1;,3,white
S_A142230;size=1;,S_A335583;size=1;,3,white
S_A142230;size=1;,S_A339692;size=1;,3,white
S_A142230;size=1;,S_A349015;size=1;,3,white
S_A142230;size=1;,S_A350970;size=1;,3,white
S_A142230;size=1;,S_A354458;size=1;,3,white
S_A142230;size=1;,S_A354810;size=1;,2,white
S_A142230;size=1;,S_A359237;size=1;,3,white
S_A142230;size=1;,S_A372631;size=1;,3,white
S_A142230;size=1;,S_TP18652;size=1;,3,white
S_A142589;size=1;,S_A144150;size=1;,3,white
S_A142690;size=1;,S_A144640;size=1;,3,white
S_A142690;size=1;,S_A21219;size=15;,3,white
S_A142690;size=1;,S_A24158;size=3;,3,white
S_A142690;size=1;,S_A25794;size=2;,3,white
S_A142690;size=1;,S_A223726;size=1;,3,white
S_A142690;size=1;,S_A341212;size=1;,3,white
S_A142690;size=1;,S_A352175;size=1;,3,white
S_A142690;size=1;,S_A356518;size=1;,3,white
S_A142690;size=1;,S_A360504;size=1;,3,white
S_A142690;size=1;,S_A365246;size=1;,3,white
S_A142690;size=1;,S_A367292;size=1;,3,white
S_A142690;size=1;,S_A367573;size=1;,3,white
S_A142690;size=1;,S_TP10480;size=1;,3,white
S_A142690;size=1;,S_TP13701;size=1;,3,white
S_A142690;size=1;,S_TP21117;size=1;,3,white
S_A142692;size=1;,S_A317923;size=1;,3,white
S_A142692;size=1;,S_A323290;size=1;,3,white
S_A142692;size=1;,S_A334591;size=1;,3,white
S_A142692;size=1;,S_A335129;size=1;,2,white
S_A142692;size=1;,S_A343345;size=1;,3,white
S_A142692;size=1;,S_A357380;size=1;,3,white
S_A142692;size=1;,S_A359374;size=1;,3,white
S_A142692;size=1;,S_TP6656;size=1;,2,white
S_A142748;size=1;,S_A143137;size=1;,2,white
S_A142748;size=1;,S_A144640;size=1;,3,white
S_A142748;size=1;,S_A2332;size=75;,3,white
S_A142748;size=1;,S_A2762;size=27;,2,white
S_A142748;size=1;,S_A21508;size=11;,3,white
S_A142748;size=1;,S_A22447;size=6;,3,white
S_A142748;size=1;,S_A22747;size=5;,3,white
S_A142748;size=1;,S_A24652;size=3;,3,white
S_A142748;size=1;,S_A28360;size=2;,3,white
S_A142748;size=1;,S_A28829;size=2;,2,white
S_A142748;size=1;,S_A29302;size=2;,3,white
S_A142748;size=1;,S_A210550;size=1;,3,white
S_A142748;size=1;,S_A212267;size=1;,3,white
S_A142748;size=1;,S_A212859;size=1;,3,white
S_A142748;size=1;,S_A216210;size=1;,3,white
S_A142748;size=1;,S_A219252;size=1;,3,white
S_A142748;size=1;,S_A228444;size=1;,3,white
S_A142748;size=1;,S_A238988;size=1;,3,white
S_A142748;size=1;,S_A242224;size=1;,3,white
S_A142748;size=1;,S_A31110;size=9;,1,black
S_A142748;size=1;,S_A32574;size=3;,1,black
S_A142748;size=1;,S_A32940;size=3;,2,white
S_A142748;size=1;,S_A33124;size=3;,2,white
S_A142748;size=1;,S_A35420;size=2;,3,white
S_A142748;size=1;,S_A37230;size=1;,3,white
S_A142748;size=1;,S_A310263;size=1;,3,white
S_A142748;size=1;,S_A312118;size=1;,3,white
S_A142748;size=1;,S_A316014;size=1;,3,white
S_A142748;size=1;,S_A317923;size=1;,3,white
S_A142748;size=1;,S_A322282;size=1;,3,white
S_A142748;size=1;,S_A330010;size=1;,3,white
S_A142748;size=1;,S_A330932;size=1;,2,white
S_A142748;size=1;,S_A334511;size=1;,3,white
S_A142748;size=1;,S_A334731;size=1;,3,white
S_A142748;size=1;,S_A334939;size=1;,3,white
S_A142748;size=1;,S_A335302;size=1;,3,white
S_A142748;size=1;,S_A335583;size=1;,3,white
S_A142748;size=1;,S_A336423;size=1;,3,white
S_A142748;size=1;,S_A336507;size=1;,2,white
S_A142748;size=1;,S_A339196;size=1;,3,white
S_A142748;size=1;,S_A345424;size=1;,3,white
S_A142748;size=1;,S_A346523;size=1;,3,white
S_A142748;size=1;,S_A347551;size=1;,3,white
S_A142748;size=1;,S_A363630;size=1;,3,white
S_A142748;size=1;,S_A372534;size=1;,3,white
S_A142748;size=1;,S_A374279;size=1;,3,white
S_A142748;size=1;,S_A374362;size=1;,3,white
S_A142748;size=1;,S_TP3220;size=2;,3,white
S_A142748;size=1;,S_TP10694;size=1;,3,white
S_A142748;size=1;,S_TP12994;size=1;,2,white
S_A142748;size=1;,S_TP15328;size=1;,3,white
S_A142748;size=1;,S_TP16006;size=1;,3,white
S_A142941;size=1;,S_A216210;size=1;,3,white
S_A142941;size=1;,S_A322282;size=1;,2,white
S_A142941;size=1;,S_A334591;size=1;,3,white
S_A143137;size=1;,S_A144201;size=1;,3,white
S_A143137;size=1;,S_A144640;size=1;,3,white
S_A143137;size=1;,S_A145292;size=1;,3,white
S_A143137;size=1;,S_A22447;size=6;,3,white
S_A143137;size=1;,S_A28829;size=2;,2,white
S_A143137;size=1;,S_A28921;size=2;,3,white
S_A143137;size=1;,S_A210550;size=1;,3,white
S_A143137;size=1;,S_A219079;size=1;,3,white
S_A143137;size=1;,S_A223203;size=1;,2,white
S_A143137;size=1;,S_A241686;size=1;,3,white
S_A143137;size=1;,S_A3690;size=14;,2,white
S_A143137;size=1;,S_A31110;size=9;,1,black
S_A143137;size=1;,S_A32574;size=3;,3,white
S_A143137;size=1;,S_A312118;size=1;,1,black
S_A143137;size=1;,S_A317923;size=1;,3,white
S_A143137;size=1;,S_A330932;size=1;,3,white
S_A143137;size=1;,S_A334731;size=1;,3,white
S_A143137;size=1;,S_A335583;size=1;,3,white
S_A143137;size=1;,S_A336423;size=1;,3,white
S_A143137;size=1;,S_A336507;size=1;,2,white
S_A143137;size=1;,S_A345424;size=1;,3,white
S_A143137;size=1;,S_A363630;size=1;,3,white
S_A143137;size=1;,S_A367573;size=1;,3,white
S_A143137;size=1;,S_A374362;size=1;,3,white
S_A143137;size=1;,S_TP3220;size=2;,3,white
S_A143137;size=1;,S_TP5668;size=1;,3,white
S_A143137;size=1;,S_TP6794;size=1;,3,white
S_A143137;size=1;,S_TP18167;size=1;,3,white
S_A143457;size=1;,S_A21906;size=8;,3,white
S_A143457;size=1;,S_A23273;size=4;,3,white
S_A143457;size=1;,S_A27257;size=2;,2,white
S_A143457;size=1;,S_A212573;size=1;,3,white
S_A143457;size=1;,S_A213186;size=1;,3,white
S_A143457;size=1;,S_A215992;size=1;,3,white
S_A143457;size=1;,S_A216612;size=1;,3,white
S_A143457;size=1;,S_A220391;size=1;,2,white
S_A143457;size=1;,S_A224628;size=1;,3,white
S_A143457;size=1;,S_A228852;size=1;,3,white
S_A143457;size=1;,S_A3238;size=29;,3,white
S_A143457;size=1;,S_A31681;size=6;,3,white
S_A143457;size=1;,S_A32823;size=3;,3,white
S_A143457;size=1;,S_A33544;size=2;,3,white
S_A143457;size=1;,S_A35069;size=2;,3,white
S_A143457;size=1;,S_A311684;size=1;,3,white
S_A143457;size=1;,S_A313252;size=1;,3,white
S_A143457;size=1;,S_A313259;size=1;,3,white
S_A143457;size=1;,S_A320828;size=1;,3,white
S_A143457;size=1;,S_A325508;size=1;,3,white
S_A143457;size=1;,S_A328831;size=1;,2,white
S_A143457;size=1;,S_A329250;size=1;,2,white
S_A143457;size=1;,S_A330540;size=1;,3,white
S_A143457;size=1;,S_A333339;size=1;,2,white
S_A143457;size=1;,S_A333597;size=1;,3,white
S_A143457;size=1;,S_A335630;size=1;,2,white
S_A143457;size=1;,S_A337762;size=1;,3,white
S_A143457;size=1;,S_A339729;size=1;,2,white
S_A143457;size=1;,S_A340363;size=1;,3,white
S_A143457;size=1;,S_A342234;size=1;,3,white
S_A143457;size=1;,S_A347291;size=1;,3,white
S_A143457;size=1;,S_A348587;size=1;,3,white
S_A143457;size=1;,S_A349015;size=1;,3,white
S_A143457;size=1;,S_A350970;size=1;,3,white
S_A143457;size=1;,S_A351370;size=1;,3,white
S_A143457;size=1;,S_A353734;size=1;,3,white
S_A143457;size=1;,S_A354458;size=1;,3,white
S_A143457;size=1;,S_A358873;size=1;,3,white
S_A143457;size=1;,S_TP2323;size=3;,3,white
S_A143457;size=1;,S_TP13054;size=1;,3,white
S_A143457;size=1;,S_TP19911;size=1;,3,white
S_A143457;size=1;,S_TP21145;size=1;,2,white
S_A143515;size=1;,S_A21230;size=15;,3,white
S_A143515;size=1;,S_A23175;size=4;,3,white
S_A143515;size=1;,S_A212491;size=1;,3,white
S_A143515;size=1;,S_A232029;size=1;,2,white
S_A143515;size=1;,S_A241286;size=1;,3,white
S_A143515;size=1;,S_A242744;size=1;,3,white
S_A143515;size=1;,S_A3571;size=16;,3,white
S_A143515;size=1;,S_A313989;size=1;,3,white
S_A143515;size=1;,S_A335995;size=1;,3,white
S_A143515;size=1;,S_A336393;size=1;,3,white
S_A143515;size=1;,S_A347433;size=1;,3,white
S_A143515;size=1;,S_A347982;size=1;,2,white
S_A143515;size=1;,S_TP5668;size=1;,3,white
S_A143515;size=1;,S_TP9003;size=1;,3,white
S_A144094;size=1;,S_A2405;size=60;,3,white
S_A144094;size=1;,S_A214599;size=1;,3,white
S_A144094;size=1;,S_A238988;size=1;,3,white
S_A144094;size=1;,S_A39144;size=1;,2,white
S_A144094;size=1;,S_A328125;size=1;,3,white
S_A144094;size=1;,S_A329678;size=1;,2,white
S_A144094;size=1;,S_A336743;size=1;,3,white
S_A144094;size=1;,S_A348565;size=1;,3,white
S_A144094;size=1;,S_A349083;size=1;,3,white
S_A144094;size=1;,S_A359177;size=1;,3,white
S_A144094;size=1;,S_TP15513;size=1;,3,white
S_A144094;size=1;,S_TP20802;size=1;,3,white
S_A144150;size=1;,S_A212859;size=1;,2,white
S_A144150;size=1;,S_A228444;size=1;,3,white
S_A144150;size=1;,S_A337424;size=1;,3,white
S_A144201;size=1;,S_A144640;size=1;,3,white
S_A144201;size=1;,S_A145292;size=1;,2,white
S_A144201;size=1;,S_A2405;size=60;,3,white
S_A144201;size=1;,S_A25794;size=2;,3,white
S_A144201;size=1;,S_A26719;size=2;,3,white
S_A144201;size=1;,S_A28921;size=2;,3,white
S_A144201;size=1;,S_A223203;size=1;,3,white
S_A144201;size=1;,S_A238172;size=1;,3,white
S_A144201;size=1;,S_A3690;size=14;,3,white
S_A144201;size=1;,S_A312118;size=1;,2,white
S_A144201;size=1;,S_A315020;size=1;,3,white
S_A144201;size=1;,S_A330690;size=1;,3,white
S_A144201;size=1;,S_A334731;size=1;,3,white
S_A144201;size=1;,S_A346523;size=1;,3,white
S_A144201;size=1;,S_A357380;size=1;,3,white
S_A144201;size=1;,S_A367573;size=1;,2,white
S_A144201;size=1;,S_A374370;size=1;,3,white
S_A144201;size=1;,S_TP10480;size=1;,3,white
S_A144340;size=1;,S_A28161;size=2;,2,white
S_A144340;size=1;,S_A215190;size=1;,3,white
S_A144340;size=1;,S_A31253;size=8;,3,white
S_A144340;size=1;,S_A33936;size=2;,3,white
S_A144340;size=1;,S_A322795;size=1;,3,white
S_A144340;size=1;,S_A324461;size=1;,3,white
S_A144340;size=1;,S_A327473;size=1;,3,white
S_A144340;size=1;,S_A330520;size=1;,3,white
S_A144340;size=1;,S_A334472;size=1;,3,white
S_A144340;size=1;,S_A349794;size=1;,3,white
S_A144340;size=1;,S_A352882;size=1;,3,white
S_A144340;size=1;,S_A365246;size=1;,3,white
S_A144340;size=1;,S_A374565;size=1;,2,white
S_A144379;size=1;,S_A327185;size=1;,3,white
S_A144379;size=1;,S_A372706;size=1;,3,white
S_A144379;size=1;,S_TP10694;size=1;,3,white
S_A144640;size=1;,S_A25794;size=2;,1,black
S_A144640;size=1;,S_A26719;size=2;,3,white
S_A144640;size=1;,S_A28829;size=2;,1,black
S_A144640;size=1;,S_A210550;size=1;,3,white
S_A144640;size=1;,S_A223203;size=1;,3,white
S_A144640;size=1;,S_A31110;size=9;,2,white
S_A144640;size=1;,S_A34500;size=2;,3,white
S_A144640;size=1;,S_A312118;size=1;,2,white
S_A144640;size=1;,S_A315062;size=1;,3,white
S_A144640;size=1;,S_A317923;size=1;,3,white
S_A144640;size=1;,S_A331200;size=1;,3,white
S_A144640;size=1;,S_A334591;size=1;,3,white
S_A144640;size=1;,S_A334731;size=1;,3,white
S_A144640;size=1;,S_A336507;size=1;,3,white
S_A144640;size=1;,S_A349978;size=1;,3,white
S_A144640;size=1;,S_A359374;size=1;,3,white
S_A144640;size=1;,S_A368760;size=1;,2,white
S_A144640;size=1;,S_A373017;size=1;,3,white
S_A144640;size=1;,S_A374362;size=1;,3,white
S_A144640;size=1;,S_TP2184;size=3;,3,white
S_A144640;size=1;,S_TP3220;size=2;,2,white
S_A144640;size=1;,S_TP7729;size=1;,3,white
S_A144640;size=1;,S_TP10034;size=1;,3,white
S_A144640;size=1;,S_TP10480;size=1;,2,white
S_A144640;size=1;,S_TP15751;size=1;,2,white
S_A144640;size=1;,S_TP22491;size=1;,3,white
S_A145194;size=1;,S_A21508;size=11;,3,white
S_A145194;size=1;,S_A21963;size=8;,3,white
S_A145194;size=1;,S_A26294;size=2;,1,black
S_A145194;size=1;,S_A27331;size=2;,3,white
S_A145194;size=1;,S_A29302;size=2;,3,white
S_A145194;size=1;,S_A211210;size=1;,2,white
S_A145194;size=1;,S_A213231;size=1;,2,white
S_A145194;size=1;,S_A216210;size=1;,3,white
S_A145194;size=1;,S_A220392;size=1;,3,white
S_A145194;size=1;,S_A221406;size=1;,3,white
S_A145194;size=1;,S_A230590;size=1;,3,white
S_A145194;size=1;,S_A235944;size=1;,2,white
S_A145194;size=1;,S_A31681;size=6;,3,white
S_A145194;size=1;,S_A39557;size=1;,3,white
S_A145194;size=1;,S_A39648;size=1;,3,white
S_A145194;size=1;,S_A313258;size=1;,3,white
S_A145194;size=1;,S_A315062;size=1;,3,white
S_A145194;size=1;,S_A316811;size=1;,3,white
S_A145194;size=1;,S_A317142;size=1;,3,white
S_A145194;size=1;,S_A327467;size=1;,2,white
S_A145194;size=1;,S_A332333;size=1;,3,white
S_A145194;size=1;,S_A333678;size=1;,3,white
S_A145194;size=1;,S_A337479;size=1;,2,white
S_A145194;size=1;,S_A338729;size=1;,3,white
S_A145194;size=1;,S_A345335;size=1;,3,white
S_A145194;size=1;,S_A348565;size=1;,3,white
S_A145194;size=1;,S_A349915;size=1;,2,white
S_A145194;size=1;,S_A372631;size=1;,3,white
S_A145194;size=1;,S_TP15513;size=1;,3,white
S_A145194;size=1;,S_TP18652;size=1;,3,white
S_A145276;size=1;,S_A21219;size=15;,3,white
S_A145276;size=1;,S_A21508;size=11;,3,white
S_A145276;size=1;,S_A21963;size=8;,3,white
S_A145276;size=1;,S_A22218;size=6;,3,white
S_A145276;size=1;,S_A22447;size=6;,3,white
S_A145276;size=1;,S_A22747;size=5;,2,white
S_A145276;size=1;,S_A24141;size=3;,3,white
S_A145276;size=1;,S_A24158;size=3;,3,white
S_A145276;size=1;,S_A27854;size=2;,3,white
S_A145276;size=1;,S_A28921;size=2;,3,white
S_A145276;size=1;,S_A210550;size=1;,3,white
S_A145276;size=1;,S_A212267;size=1;,3,white
S_A145276;size=1;,S_A213231;size=1;,3,white
S_A145276;size=1;,S_A214894;size=1;,3,white
S_A145276;size=1;,S_A215550;size=1;,3,white
S_A145276;size=1;,S_A219252;size=1;,3,white
S_A145276;size=1;,S_A219635;size=1;,2,white
S_A145276;size=1;,S_A220584;size=1;,3,white
S_A145276;size=1;,S_A223726;size=1;,3,white
S_A145276;size=1;,S_A3571;size=16;,3,white
S_A145276;size=1;,S_A31110;size=9;,3,white
S_A145276;size=1;,S_A32265;size=4;,3,white
S_A145276;size=1;,S_A32940;size=3;,2,white
S_A145276;size=1;,S_A33124;size=3;,3,white
S_A145276;size=1;,S_A33239;size=3;,3,white
S_A145276;size=1;,S_A37216;size=1;,3,white
S_A145276;size=1;,S_A39190;size=1;,3,white
S_A145276;size=1;,S_A312225;size=1;,2,white
S_A145276;size=1;,S_A313258;size=1;,3,white
S_A145276;size=1;,S_A313580;size=1;,3,white
S_A145276;size=1;,S_A313688;size=1;,2,white
S_A145276;size=1;,S_A313908;size=1;,3,white
S_A145276;size=1;,S_A313989;size=1;,2,white
S_A145276;size=1;,S_A317142;size=1;,3,white
S_A145276;size=1;,S_A317289;size=1;,3,white
S_A145276;size=1;,S_A317642;size=1;,3,white
S_A145276;size=1;,S_A317923;size=1;,3,white
S_A145276;size=1;,S_A319378;size=1;,3,white
S_A145276;size=1;,S_A325173;size=1;,3,white
S_A145276;size=1;,S_A326009;size=1;,3,white
S_A145276;size=1;,S_A328486;size=1;,3,white
S_A145276;size=1;,S_A329664;size=1;,2,white
S_A145276;size=1;,S_A329678;size=1;,3,white
S_A145276;size=1;,S_A330769;size=1;,3,white
S_A145276;size=1;,S_A330932;size=1;,3,white
S_A145276;size=1;,S_A331678;size=1;,3,white
S_A145276;size=1;,S_A332333;size=1;,3,white
S_A145276;size=1;,S_A333055;size=1;,3,white
S_A145276;size=1;,S_A334472;size=1;,3,white
S_A145276;size=1;,S_A334511;size=1;,3,white
S_A145276;size=1;,S_A334731;size=1;,3,white
S_A145276;size=1;,S_A335302;size=1;,3,white
S_A145276;size=1;,S_A335583;size=1;,3,white
S_A145276;size=1;,S_A335642;size=1;,3,white
S_A145276;size=1;,S_A336423;size=1;,3,white
S_A145276;size=1;,S_A336507;size=1;,2,white
S_A145276;size=1;,S_A336719;size=1;,3,white
S_A145276;size=1;,S_A337049;size=1;,3,white
S_A145276;size=1;,S_A337273;size=1;,3,white
S_A145276;size=1;,S_A339196;size=1;,3,white
S_A145276;size=1;,S_A339912;size=1;,3,white
S_A145276;size=1;,S_A343345;size=1;,3,white
S_A145276;size=1;,S_A345424;size=1;,3,white
S_A145276;size=1;,S_A351669;size=1;,2,white
S_A145276;size=1;,S_A352175;size=1;,1,black
S_A145276;size=1;,S_A352882;size=1;,3,white
S_A145276;size=1;,S_A356518;size=1;,3,white
S_A145276;size=1;,S_A357640;size=1;,3,white
S_A145276;size=1;,S_A360504;size=1;,2,white
S_A145276;size=1;,S_A362470;size=1;,3,white
S_A145276;size=1;,S_A363034;size=1;,2,white
S_A145276;size=1;,S_A365246;size=1;,3,white
S_A145276;size=1;,S_A367292;size=1;,3,white
S_A145276;size=1;,S_A367573;size=1;,3,white
S_A145276;size=1;,S_A368684;size=1;,3,white
S_A145276;size=1;,S_A369119;size=1;,3,white
S_A145276;size=1;,S_A370167;size=1;,2,white
S_A145276;size=1;,S_A373017;size=1;,3,white
S_A145276;size=1;,S_A374109;size=1;,3,white
S_A145276;size=1;,S_TP3220;size=2;,3,white
S_A145276;size=1;,S_TP6334;size=1;,3,white
S_A145276;size=1;,S_TP6794;size=1;,3,white
S_A145276;size=1;,S_TP10834;size=1;,3,white
S_A145276;size=1;,S_TP15513;size=1;,3,white
S_A145276;size=1;,S_TP16366;size=1;,2,white
S_A145276;size=1;,S_TP18167;size=1;,2,white
S_A145276;size=1;,S_TP20802;size=1;,2,white
S_A145276;size=1;,S_TP22409;size=1;,2,white
S_A145292;size=1;,S_A145588;size=1;,3,white
S_A145292;size=1;,S_A26719;size=2;,3,white
S_A145292;size=1;,S_A223203;size=1;,3,white
S_A145292;size=1;,S_A3690;size=14;,2,white
S_A145292;size=1;,S_A312118;size=1;,2,white
S_A145292;size=1;,S_A315020;size=1;,2,white
S_A145292;size=1;,S_A330690;size=1;,3,white
S_A145292;size=1;,S_A331372;size=1;,3,white
S_A145292;size=1;,S_A334731;size=1;,3,white
S_A145292;size=1;,S_A335583;size=1;,3,white
S_A145292;size=1;,S_A339107;size=1;,3,white
S_A145292;size=1;,S_A365246;size=1;,3,white
S_A145292;size=1;,S_A367573;size=1;,2,white
S_A145292;size=1;,S_A372706;size=1;,3,white
S_A145292;size=1;,S_A374370;size=1;,2,white
S_A145292;size=1;,S_TP10694;size=1;,3,white
S_A145588;size=1;,S_A3347;size=22;,3,white
S_A145588;size=1;,S_A3690;size=14;,3,white
S_A145588;size=1;,S_A314000;size=1;,3,white
S_A145588;size=1;,S_A315020;size=1;,3,white
